Accident_ID,Month_Year,Time,Location ,Accident_Severity,Vehicle_Type,Weather_Condition,Road_Type,Number_of_Casualties,Number_of_Fatalities,Light_Condition,Speed_Limit (km/h)
ACC2429,Mar-22,11:58,Bokaro Jharkhand,Serious,Cycle,Rainy,National Highway,10,5,Daylight,84
ACC2430,Sep-19,12:57,Gyalshing Sikkim,Fatal,Car,Rainy,National Highway,10,3,Daylight,41
ACC2431,Sep-22,07:53,Amritsar Punjab,Serious,Pedestrian,Rainy,National Highway,1,3,Daylight,37
ACC2432,Feb-20,10:34,Durgapur West Bengal,Fatal,Truck,Rainy,National Highway,5,1,Dawn,108
ACC2433,Jan-20,03:34,Kolkata West Bengal,Serious,Truck,Hazy,Village Road,0,3,Dawn,48
ACC2434,Aug-19,23:56,Dharmanagar Tripura,Minor,Truck,Foggy,National Highway,9,4,Dusk,73
ACC2435,Oct-19,11:48,Karaikal Puducherry,Fatal,Two-Wheeler,Clear,State Highway,10,5,Daylight,60
ACC2436,Nov-19,22:02,Namchi Sikkim,Fatal,Bus,Stormy,Urban Road,3,3,Dusk,96
ACC2437,Jul-18,11:10,Namchi Sikkim,Fatal,Auto-Rickshaw,Foggy,Village Road,4,5,Daylight,86
ACC2438,Jul-23,16:34,Tirupati Andhra Pradesh,Serious,Truck,Hazy,State Highway,10,3,Dark,40
ACC2439,Jul-23,02:05,Nagpur Maharashtra,Minor,Auto-Rickshaw,Rainy,State Highway,3,2,Dark,73
ACC2440,Dec-18,10:38,Visakhapatnam Andhra Pradesh,Minor,Car,Clear,State Highway,2,5,Dark,88
ACC2441,Jun-23,02:16,Shillong Meghalaya,Fatal,Car,Rainy,Urban Road,6,0,Daylight,106
ACC2442,Mar-23,02:41,Mokokchung Nagaland,Fatal,Pedestrian,Foggy,State Highway,5,1,Dark,74
ACC2443,Mar-23,07:38,Shillong Meghalaya,Serious,Pedestrian,Stormy,State Highway,2,5,Dark,83
ACC2444,Aug-20,18:16,Kohima Nagaland,Serious,Bus,Clear,National Highway,8,4,Dawn,54
ACC2445,Jul-23,17:07,Bishnupur Manipur,Fatal,Auto-Rickshaw,Hazy,Village Road,10,0,Dawn,33
ACC2446,Jun-23,04:36,Mysore Karnataka,Fatal,Two-Wheeler,Clear,Urban Road,6,2,Dusk,113
ACC2447,Jan-18,23:43,Vadodara Gujarat,Fatal,Bus,Foggy,National Highway,0,4,Dawn,101
ACC2448,Mar-19,02:41,Vadodara Gujarat,Fatal,Bus,Stormy,Village Road,10,1,Dusk,89
ACC2449,Dec-21,17:54,Itanagar Arunachal Pradesh,Minor,Pedestrian,Hazy,Village Road,10,5,Dark,112
ACC2450,Oct-20,12:34,Kanpur Uttar Pradesh,Fatal,Two-Wheeler,Stormy,Village Road,0,2,Dawn,49
ACC2451,May-23,11:33,Nongstoin Meghalaya,Minor,Two-Wheeler,Rainy,Urban Road,4,5,Dusk,30
ACC2452,Jan-22,17:30,Thoubal Manipur,Serious,Auto-Rickshaw,Stormy,National Highway,9,5,Dark,48
ACC2453,Nov-21,04:53,Tirupati Andhra Pradesh,Fatal,Two-Wheeler,Rainy,Urban Road,1,5,Dawn,33
ACC2454,Mar-22,13:16,Mandi Himachal Pradesh,Fatal,Car,Clear,National Highway,8,5,Dusk,32
ACC2455,Feb-19,01:39,Patiala Punjab,Fatal,Two-Wheeler,Rainy,State Highway,6,4,Dusk,112
ACC2456,Feb-19,21:20,Lucknow Uttar Pradesh,Minor,Pedestrian,Stormy,Village Road,3,4,Dusk,65
ACC2457,Jun-22,01:59,Coimbatore Tamil Nadu,Minor,Two-Wheeler,Stormy,State Highway,10,3,Dawn,49
ACC2458,Jul-23,11:38,Udaipur Rajasthan,Minor,Car,Clear,State Highway,0,4,Dark,32
ACC2459,Oct-23,10:13,Jorhat Assam,Fatal,Cycle,Hazy,State Highway,5,1,Dusk,57
ACC2460,Jan-22,02:08,Bangalore Karnataka,Fatal,Auto-Rickshaw,Stormy,National Highway,10,4,Dawn,47
ACC2461,Nov-19,16:20,Coimbatore Tamil Nadu,Minor,Bus,Foggy,Village Road,9,2,Dawn,94
ACC2462,Sep-23,18:08,Gwalior Madhya Pradesh,Serious,Auto-Rickshaw,Rainy,National Highway,5,0,Dawn,115
ACC2463,Sep-18,02:12,Patiala Punjab,Serious,Two-Wheeler,Rainy,National Highway,0,5,Dark,64
ACC2464,Feb-19,11:49,Lucknow Uttar Pradesh,Minor,Cycle,Hazy,National Highway,9,0,Dusk,105
ACC2465,Aug-22,21:37,Karaikal Puducherry,Serious,Pedestrian,Rainy,Village Road,1,1,Daylight,105
ACC2466,Feb-22,21:55,Jaipur Rajasthan,Fatal,Truck,Hazy,Village Road,4,4,Dusk,39
ACC2467,Apr-22,03:43,Baramulla Jammu and Kashmir,Minor,Two-Wheeler,Hazy,National Highway,0,3,Dark,87
ACC2468,Jul-23,07:25,Udaipur Tripura,Fatal,Pedestrian,Hazy,National Highway,0,1,Daylight,95
ACC2469,Dec-19,16:58,Indore Madhya Pradesh,Fatal,Truck,Hazy,Village Road,4,3,Dusk,41
ACC2470,Oct-20,13:19,Cuttack Odisha,Minor,Bus,Rainy,National Highway,10,4,Dawn,89
ACC2471,May-18,14:18,Jaipur Rajasthan,Minor,Bus,Hazy,National Highway,1,4,Daylight,77
ACC2472,Nov-19,22:06,Vadodara Gujarat,Fatal,Cycle,Clear,Urban Road,7,0,Daylight,85
ACC2473,Jul-19,12:22,Mumbai Maharashtra,Serious,Bus,Hazy,State Highway,10,5,Daylight,111
ACC2474,May-20,07:10,Vadodara Gujarat,Fatal,Bus,Stormy,Urban Road,3,5,Daylight,86
ACC2475,Nov-18,00:39,Gaya Bihar,Serious,Auto-Rickshaw,Clear,Village Road,4,0,Dusk,82
ACC2476,Dec-22,10:59,New Delhi Delhi,Serious,Two-Wheeler,Stormy,State Highway,6,0,Dark,43
ACC2477,Feb-19,11:27,Thoubal Manipur,Fatal,Cycle,Rainy,Village Road,3,0,Daylight,108
ACC2478,Apr-20,06:31,Anantnag Jammu and Kashmir,Fatal,Bus,Rainy,National Highway,2,0,Dusk,70
ACC2479,Nov-19,01:19,Jabalpur Madhya Pradesh,Serious,Cycle,Rainy,Village Road,1,3,Dark,64
ACC2480,Jul-23,17:55,Kolkata West Bengal,Fatal,Cycle,Hazy,Urban Road,2,1,Dusk,86
ACC2481,Jan-22,23:55,Shillong Meghalaya,Fatal,Truck,Stormy,National Highway,10,2,Daylight,57
ACC2482,Mar-19,04:19,Imphal Manipur,Fatal,Cycle,Stormy,Village Road,10,5,Daylight,49
ACC2483,Oct-21,01:28,Itanagar Arunachal Pradesh,Minor,Bus,Hazy,State Highway,5,3,Dusk,78
ACC2484,Mar-23,02:43,Agartala Tripura,Serious,Truck,Stormy,National Highway,6,5,Daylight,71
ACC2485,Oct-23,01:52,Pune Maharashtra,Minor,Two-Wheeler,Hazy,Village Road,5,5,Dark,75
ACC2486,May-21,16:54,Champhai Mizoram,Serious,Auto-Rickshaw,Clear,Village Road,3,4,Daylight,80
ACC2487,Oct-19,11:26,Naharlagun Arunachal Pradesh,Serious,Bus,Hazy,Urban Road,6,1,Dark,65
ACC2488,Mar-19,03:22,Ahmedabad Gujarat,Minor,Two-Wheeler,Stormy,Urban Road,8,2,Dusk,38
ACC2489,Oct-22,04:39,Jorhat Assam,Serious,Cycle,Hazy,Village Road,3,3,Dawn,80
ACC2490,Sep-21,15:01,Imphal Manipur,Minor,Auto-Rickshaw,Foggy,Urban Road,10,2,Daylight,60
ACC2491,Jul-23,07:52,Lunglei Mizoram,Fatal,Auto-Rickshaw,Hazy,Village Road,6,1,Dawn,103
ACC2492,Feb-20,20:27,Namchi Sikkim,Serious,Truck,Foggy,State Highway,7,0,Dawn,54
ACC2493,Sep-19,03:23,Bhagalpur Bihar,Serious,Bus,Foggy,Urban Road,10,1,Dawn,48
ACC2494,Nov-18,21:33,Gyalshing Sikkim,Fatal,Bus,Clear,Village Road,4,0,Dark,93
ACC2495,Mar-23,01:20,Mysore Karnataka,Fatal,Bus,Hazy,National Highway,8,3,Dawn,62
ACC2496,Jan-20,02:56,Gangtok Sikkim,Serious,Pedestrian,Hazy,National Highway,4,4,Dusk,63
ACC2497,Jul-22,09:27,Kozhikode Kerala,Minor,Cycle,Clear,Urban Road,8,1,Dusk,96
ACC2498,Nov-21,21:54,Durgapur West Bengal,Fatal,Truck,Hazy,National Highway,9,1,Dusk,59
ACC2499,Oct-23,01:25,Mokokchung Nagaland,Fatal,Bus,Stormy,Village Road,2,1,Dawn,40
ACC2500,Feb-18,18:23,Durg Chhattisgarh,Serious,Cycle,Stormy,National Highway,8,5,Dusk,30
ACC2501,Sep-23,21:45,Anantnag Jammu and Kashmir,Fatal,Auto-Rickshaw,Foggy,Village Road,8,3,Dawn,51
ACC2502,May-19,22:18,Thiruvananthapuram Kerala,Fatal,Pedestrian,Foggy,National Highway,10,2,Dark,60
ACC2503,Jan-21,07:24,Surat Gujarat,Serious,Auto-Rickshaw,Rainy,State Highway,4,5,Dusk,94
ACC2504,Sep-18,23:14,Mapusa Goa,Fatal,Truck,Stormy,Urban Road,5,4,Daylight,59
ACC2505,Sep-23,17:41,Vadodara Gujarat,Minor,Auto-Rickshaw,Clear,National Highway,7,5,Dusk,99
ACC2506,Sep-22,23:09,Patna Bihar,Fatal,Pedestrian,Hazy,State Highway,10,4,Dark,57
ACC2507,Oct-20,08:45,Nizamabad Telangana,Fatal,Car,Foggy,Urban Road,6,4,Dark,117
ACC2508,Jan-19,08:08,Jodhpur Rajasthan,Minor,Pedestrian,Clear,Urban Road,1,3,Daylight,35
ACC2509,Sep-20,07:42,Cuttack Odisha,Serious,Auto-Rickshaw,Stormy,State Highway,9,2,Daylight,39
ACC2510,Oct-19,19:16,Baramulla Jammu and Kashmir,Minor,Pedestrian,Clear,National Highway,9,5,Dawn,35
ACC2511,Dec-20,01:15,Jodhpur Rajasthan,Minor,Two-Wheeler,Clear,State Highway,2,4,Dusk,74
ACC2512,Jan-19,11:19,Lunglei Mizoram,Minor,Truck,Stormy,Urban Road,6,1,Daylight,99
ACC2513,Feb-22,23:41,Kanpur Uttar Pradesh,Serious,Truck,Foggy,Village Road,3,4,Dawn,35
ACC2514,Sep-20,23:49,Chennai Tamil Nadu,Fatal,Car,Hazy,National Highway,8,1,Daylight,47
ACC2515,Jul-20,16:30,Chennai Tamil Nadu,Fatal,Auto-Rickshaw,Foggy,State Highway,6,1,Dark,119
ACC2516,Feb-21,14:19,Chennai Tamil Nadu,Serious,Bus,Rainy,State Highway,9,2,Daylight,106
ACC2517,Jul-20,16:20,Gyalshing Sikkim,Serious,Pedestrian,Stormy,National Highway,7,5,Daylight,111
ACC2518,Aug-22,11:06,Siliguri West Bengal,Serious,Auto-Rickshaw,Rainy,Urban Road,7,2,Daylight,80
ACC2519,Nov-20,18:31,Lucknow Uttar Pradesh,Minor,Auto-Rickshaw,Rainy,State Highway,1,0,Daylight,77
ACC2520,Nov-21,21:38,Gangtok Sikkim,Minor,Auto-Rickshaw,Clear,National Highway,7,3,Dark,50
ACC2521,Apr-23,13:02,Siliguri West Bengal,Serious,Bus,Rainy,Village Road,10,3,Dusk,79
ACC2522,Oct-23,13:25,Dimapur Nagaland,Fatal,Auto-Rickshaw,Stormy,Urban Road,9,5,Dark,106
ACC2523,Dec-18,06:06,Faridabad Haryana,Fatal,Two-Wheeler,Stormy,Village Road,1,4,Daylight,80
ACC2524,Mar-20,23:11,Ranchi Jharkhand,Serious,Auto-Rickshaw,Hazy,State Highway,10,3,Dawn,48
ACC2525,Jan-23,06:01,Muzaffarpur Bihar,Minor,Bus,Rainy,Village Road,6,3,Dusk,107
ACC2526,Sep-21,03:21,Karimnagar Telangana,Serious,Cycle,Rainy,Urban Road,0,2,Dawn,49
ACC2527,Jan-20,22:38,Dharmanagar Tripura,Minor,Car,Stormy,Village Road,5,2,Dawn,114
ACC2528,Jun-20,03:47,Kohima Nagaland,Minor,Truck,Stormy,Urban Road,7,3,Dawn,37
ACC2529,Apr-21,05:52,Vijayawada Andhra Pradesh,Fatal,Two-Wheeler,Clear,State Highway,4,0,Dawn,60
ACC2530,Aug-23,02:37,Chennai Tamil Nadu,Fatal,Car,Foggy,Urban Road,9,0,Dawn,64
ACC2531,Jan-21,06:46,Puducherry Puducherry,Serious,Auto-Rickshaw,Clear,State Highway,10,3,Dawn,60
ACC2532,Feb-19,03:02,Vadodara Gujarat,Serious,Auto-Rickshaw,Hazy,National Highway,0,0,Dusk,40
ACC2533,Jul-18,04:02,Bangalore Karnataka,Fatal,Pedestrian,Clear,Urban Road,4,0,Dusk,83
ACC2534,Jun-18,03:10,Puducherry Puducherry,Fatal,Auto-Rickshaw,Foggy,Urban Road,5,0,Daylight,75
ACC2535,Aug-23,21:22,Patiala Punjab,Serious,Truck,Stormy,State Highway,9,2,Daylight,106
ACC2536,Nov-22,12:52,Udaipur Rajasthan,Fatal,Car,Hazy,Urban Road,10,0,Dusk,34
ACC2537,Jun-21,05:00,Visakhapatnam Andhra Pradesh,Fatal,Auto-Rickshaw,Stormy,Urban Road,6,2,Dusk,56
ACC2538,Sep-20,18:34,Bhilai Chhattisgarh,Fatal,Cycle,Rainy,State Highway,1,3,Daylight,94
ACC2539,Mar-22,19:43,Nagpur Maharashtra,Serious,Cycle,Foggy,State Highway,5,5,Daylight,49
ACC2540,Jun-20,04:56,Dehradun Uttarakhand,Serious,Car,Stormy,Village Road,3,4,Daylight,49
ACC2541,Dec-19,09:14,Pune Maharashtra,Minor,Auto-Rickshaw,Clear,National Highway,2,2,Dark,87
ACC2542,Jan-20,18:33,Silchar Assam,Serious,Cycle,Stormy,State Highway,5,1,Dark,106
ACC2543,Apr-18,01:05,Mysore Karnataka,Serious,Pedestrian,Stormy,National Highway,2,3,Dusk,83
ACC2544,Apr-22,23:30,Mapusa Goa,Fatal,Bus,Foggy,Village Road,8,0,Dusk,56
ACC2545,Nov-20,13:23,Pune Maharashtra,Serious,Two-Wheeler,Foggy,Urban Road,6,3,Dawn,80
ACC2546,Sep-22,06:01,Guwahati Assam,Serious,Cycle,Stormy,State Highway,4,1,Dark,102
ACC2547,Sep-22,21:24,Panipat Haryana,Fatal,Car,Clear,Village Road,0,3,Dusk,79
ACC2548,Mar-18,08:34,Aizawl Mizoram,Fatal,Truck,Rainy,Urban Road,10,2,Dark,119
ACC2549,Jul-22,14:16,Gwalior Madhya Pradesh,Serious,Bus,Clear,Village Road,9,1,Dawn,77
ACC2550,Dec-21,23:26,Panaji Goa,Minor,Auto-Rickshaw,Rainy,Village Road,4,4,Daylight,120
ACC2551,Feb-22,04:43,Durgapur West Bengal,Serious,Pedestrian,Hazy,Village Road,2,4,Dark,57
ACC2552,Dec-22,16:11,Haldwani Uttarakhand,Minor,Truck,Stormy,Urban Road,3,4,Dusk,67
ACC2553,Jun-21,00:34,Jalandhar Punjab,Serious,Cycle,Foggy,Urban Road,5,4,Daylight,116
ACC2554,Mar-18,02:51,Gyalshing Sikkim,Serious,Auto-Rickshaw,Foggy,State Highway,0,5,Dawn,100
ACC2555,Nov-23,21:48,Bhopal Madhya Pradesh,Minor,Pedestrian,Clear,Urban Road,6,3,Daylight,82
ACC2556,Sep-19,17:16,Faridabad Haryana,Minor,Pedestrian,Stormy,Village Road,3,5,Dusk,53
ACC2557,Mar-23,07:22,Durgapur West Bengal,Fatal,Truck,Stormy,State Highway,10,4,Dark,115
ACC2558,Apr-21,01:16,New Delhi Delhi,Fatal,Two-Wheeler,Clear,National Highway,7,4,Dawn,119
ACC2559,Nov-19,02:55,Shimla Himachal Pradesh,Serious,Pedestrian,Stormy,National Highway,10,1,Dusk,100
ACC2560,Jan-21,09:06,Lunglei Mizoram,Minor,Auto-Rickshaw,Foggy,Village Road,1,1,Daylight,87
ACC2561,Sep-18,04:00,Haridwar Uttarakhand,Minor,Pedestrian,Foggy,State Highway,10,3,Dawn,70
ACC2562,Jul-18,15:56,Haridwar Uttarakhand,Serious,Two-Wheeler,Stormy,National Highway,5,5,Daylight,45
ACC2563,Aug-18,12:17,Puri Odisha,Fatal,Bus,Clear,Village Road,2,3,Daylight,107
ACC2564,Sep-22,04:24,Jalandhar Punjab,Fatal,Truck,Stormy,Village Road,8,1,Dusk,105
ACC2565,Dec-23,20:25,Coimbatore Tamil Nadu,Serious,Car,Rainy,Village Road,3,0,Dawn,82
ACC2566,Aug-19,15:47,Imphal Manipur,Serious,Car,Clear,Urban Road,6,3,Dusk,57
ACC2567,Feb-23,16:12,Tirupati Andhra Pradesh,Serious,Two-Wheeler,Foggy,Village Road,6,4,Dusk,39
ACC2568,Feb-19,10:26,Thoubal Manipur,Fatal,Auto-Rickshaw,Rainy,Village Road,4,0,Dark,37
ACC2569,Mar-18,11:58,Panaji Goa,Minor,Bus,Clear,National Highway,7,0,Dark,63
ACC2570,Aug-21,09:33,Karimnagar Telangana,Fatal,Pedestrian,Hazy,State Highway,10,3,Dusk,84
ACC2571,Jun-22,19:22,Chennai Tamil Nadu,Serious,Pedestrian,Foggy,State Highway,2,0,Daylight,119
ACC2572,Feb-19,19:59,Ambala Haryana,Serious,Bus,Hazy,National Highway,1,2,Dark,96
ACC2573,Mar-21,02:11,Surat Gujarat,Minor,Auto-Rickshaw,Clear,Urban Road,8,0,Dark,99
ACC2574,Jul-21,02:53,Raipur Chhattisgarh,Minor,Auto-Rickshaw,Clear,Urban Road,2,5,Dawn,108
ACC2575,Apr-18,06:02,Dwarka Delhi,Serious,Cycle,Stormy,Village Road,3,0,Daylight,61
ACC2576,Mar-23,15:21,Puducherry Puducherry,Serious,Truck,Clear,Urban Road,5,1,Daylight,54
ACC2577,Oct-22,15:25,Dehradun Uttarakhand,Minor,Car,Stormy,Urban Road,5,0,Dusk,70
ACC2578,Jun-21,08:07,Dibrugarh Assam,Minor,Two-Wheeler,Stormy,National Highway,4,3,Dusk,87
ACC2579,Dec-22,01:48,Mokokchung Nagaland,Minor,Truck,Foggy,Village Road,10,3,Dawn,58
ACC2580,Feb-20,21:06,Gyalshing Sikkim,Minor,Car,Rainy,Village Road,5,4,Dark,70
ACC2581,Sep-19,17:14,Dwarka Delhi,Minor,Truck,Foggy,Urban Road,7,5,Dusk,50
ACC2582,Dec-20,08:21,Dibrugarh Assam,Fatal,Pedestrian,Hazy,National Highway,8,1,Dusk,51
ACC2583,Jan-18,04:07,Surat Gujarat,Minor,Car,Hazy,State Highway,2,3,Dark,40
ACC2584,Aug-19,01:10,Dimapur Nagaland,Serious,Auto-Rickshaw,Foggy,National Highway,9,2,Dusk,32
ACC2585,Jan-21,00:32,Mapusa Goa,Minor,Auto-Rickshaw,Foggy,State Highway,4,1,Daylight,107
ACC2586,Dec-19,23:13,Siliguri West Bengal,Minor,Two-Wheeler,Stormy,Village Road,5,2,Dawn,33
ACC2587,Oct-22,03:13,Mangalore Karnataka,Fatal,Cycle,Stormy,National Highway,0,1,Dusk,58
ACC2588,Mar-23,08:19,Chandigarh Chandigarh,Serious,Auto-Rickshaw,Hazy,National Highway,6,0,Dusk,56
ACC2589,Nov-18,04:55,Aizawl Mizoram,Minor,Truck,Stormy,Urban Road,8,3,Daylight,116
ACC2590,Aug-20,23:43,Gangtok Sikkim,Fatal,Pedestrian,Stormy,Village Road,0,4,Dark,64
ACC2591,Jul-18,23:44,Bhopal Madhya Pradesh,Minor,Pedestrian,Rainy,State Highway,1,1,Dark,51
ACC2592,Mar-20,02:36,Mangalore Karnataka,Fatal,Truck,Rainy,Village Road,6,4,Daylight,48
ACC2593,Jul-19,11:14,Jaipur Rajasthan,Fatal,Car,Stormy,National Highway,5,1,Dark,71
ACC2594,Dec-22,11:09,Karaikal Puducherry,Serious,Pedestrian,Hazy,National Highway,10,2,Dawn,43
ACC2595,Apr-18,23:33,Varanasi Uttar Pradesh,Fatal,Pedestrian,Rainy,National Highway,9,2,Dark,79
ACC2596,Jul-22,22:20,Gyalshing Sikkim,Fatal,Bus,Hazy,State Highway,6,0,Dawn,37
ACC2597,Nov-22,00:51,Jodhpur Rajasthan,Serious,Pedestrian,Clear,Village Road,1,2,Dusk,115
ACC2598,Dec-23,15:23,Bangalore Karnataka,Minor,Pedestrian,Foggy,Urban Road,2,1,Daylight,69
ACC2599,Jan-23,12:26,Thiruvananthapuram Kerala,Minor,Auto-Rickshaw,Foggy,Urban Road,2,1,Dusk,104
ACC2600,Feb-19,08:08,Dehradun Uttarakhand,Fatal,Auto-Rickshaw,Rainy,National Highway,7,1,Daylight,104
ACC2601,Dec-20,21:46,Jaipur Rajasthan,Serious,Truck,Foggy,Village Road,2,0,Dusk,33
ACC2602,Nov-22,19:57,Ahmedabad Gujarat,Serious,Two-Wheeler,Hazy,State Highway,7,3,Dusk,107
ACC2603,Apr-21,02:34,Anantnag Jammu and Kashmir,Minor,Pedestrian,Hazy,State Highway,6,2,Dawn,88
ACC2604,Oct-19,06:29,Jammu Jammu and Kashmir,Minor,Pedestrian,Hazy,Village Road,9,3,Dusk,65
ACC2605,Apr-18,01:25,Shimla Himachal Pradesh,Minor,Car,Rainy,National Highway,6,2,Dusk,30
ACC2606,Jun-18,20:28,Agartala Tripura,Minor,Car,Stormy,Village Road,3,5,Dawn,105
ACC2607,Apr-21,04:55,Jammu Jammu and Kashmir,Fatal,Two-Wheeler,Clear,Urban Road,5,0,Daylight,85
ACC2608,Feb-23,15:38,Vasco da Gama Goa,Serious,Pedestrian,Clear,Urban Road,5,4,Dark,59
ACC2609,May-20,07:02,Karimnagar Telangana,Serious,Bus,Hazy,State Highway,0,5,Dusk,50
ACC2610,Dec-21,03:09,Shillong Meghalaya,Minor,Cycle,Clear,National Highway,8,5,Dusk,65
ACC2611,Dec-23,20:27,Jalandhar Punjab,Fatal,Pedestrian,Rainy,Village Road,4,5,Dawn,54
ACC2612,Mar-18,13:34,Bhopal Madhya Pradesh,Serious,Two-Wheeler,Stormy,Village Road,9,1,Dusk,111
ACC2613,Jul-23,21:52,Bhilai Chhattisgarh,Fatal,Auto-Rickshaw,Hazy,Village Road,2,0,Dusk,118
ACC2614,Apr-19,05:24,Ranchi Jharkhand,Minor,Cycle,Rainy,Urban Road,10,1,Dawn,38
ACC2615,Apr-22,10:06,Madurai Tamil Nadu,Serious,Truck,Rainy,Urban Road,6,5,Dawn,39
ACC2616,Oct-20,06:29,Jamshedpur Jharkhand,Serious,Truck,Stormy,Village Road,10,0,Dusk,35
ACC2617,Apr-22,12:28,Gyalshing Sikkim,Minor,Car,Rainy,Village Road,7,0,Dusk,54
ACC2618,Apr-23,02:07,Dehradun Uttarakhand,Fatal,Pedestrian,Clear,State Highway,7,3,Dusk,44
ACC2619,Oct-20,22:40,Margao Goa,Fatal,Truck,Stormy,Urban Road,6,5,Dawn,110
ACC2620,May-22,19:28,Mandi Himachal Pradesh,Fatal,Pedestrian,Stormy,National Highway,5,2,Daylight,65
ACC2621,Feb-20,19:57,Mangalore Karnataka,Serious,Truck,Stormy,Village Road,4,4,Dusk,95
ACC2622,Apr-20,12:36,Champhai Mizoram,Serious,Car,Stormy,State Highway,5,0,Daylight,86
ACC2623,Oct-21,18:47,Anantnag Jammu and Kashmir,Serious,Truck,Stormy,State Highway,0,5,Dusk,82
ACC2624,Feb-22,12:06,Pune Maharashtra,Serious,Two-Wheeler,Clear,Urban Road,6,4,Dawn,71
ACC2625,Feb-22,21:48,Patna Bihar,Fatal,Two-Wheeler,Foggy,National Highway,7,2,Dawn,48
ACC2626,Dec-19,10:34,Bokaro Jharkhand,Minor,Truck,Hazy,Urban Road,3,1,Dark,42
ACC2627,Jun-21,15:12,Kolkata West Bengal,Serious,Bus,Rainy,Urban Road,3,1,Dusk,102
ACC2628,Feb-22,19:10,New Delhi Delhi,Minor,Bus,Clear,National Highway,2,1,Dusk,73
ACC2629,Nov-21,17:19,Lucknow Uttar Pradesh,Minor,Bus,Clear,National Highway,4,4,Dusk,98
ACC2630,Mar-19,19:05,Margao Goa,Serious,Bus,Stormy,Urban Road,5,2,Daylight,76
ACC2631,Jun-21,15:15,Tirupati Andhra Pradesh,Serious,Cycle,Clear,National Highway,2,0,Dark,83
ACC2632,Oct-18,19:28,Agartala Tripura,Minor,Two-Wheeler,Rainy,National Highway,1,5,Dawn,76
ACC2633,Jul-23,01:18,Solan Himachal Pradesh,Minor,Cycle,Rainy,Urban Road,2,0,Daylight,103
ACC2634,Apr-22,08:08,Roorkee Uttarakhand,Fatal,Cycle,Clear,Village Road,4,2,Daylight,87
ACC2635,Nov-20,07:11,Mokokchung Nagaland,Minor,Truck,Rainy,State Highway,5,1,Dark,36
ACC2636,Oct-23,01:34,Jowai Meghalaya,Serious,Bus,Rainy,National Highway,4,3,Daylight,47
ACC2637,Feb-21,20:05,Cuttack Odisha,Minor,Truck,Stormy,Village Road,5,4,Dark,113
ACC2638,Mar-22,20:28,Mokokchung Nagaland,Minor,Two-Wheeler,Foggy,National Highway,0,0,Daylight,64
ACC2639,Sep-20,10:57,Chandigarh Chandigarh,Fatal,Pedestrian,Foggy,Village Road,3,3,Dark,113
ACC2640,Jan-18,19:34,Mysore Karnataka,Serious,Two-Wheeler,Rainy,State Highway,0,2,Daylight,37
ACC2641,Feb-19,08:12,Lunglei Mizoram,Fatal,Car,Hazy,State Highway,3,1,Dusk,80
ACC2642,Jun-18,06:56,Faridabad Haryana,Serious,Pedestrian,Rainy,State Highway,8,5,Dawn,30
ACC2643,Aug-23,23:54,Jammu Jammu and Kashmir,Fatal,Cycle,Foggy,State Highway,10,1,Daylight,94
ACC2644,Jul-22,09:37,Mumbai Maharashtra,Serious,Car,Foggy,Village Road,10,3,Dark,101
ACC2645,Sep-18,23:21,Thrissur Kerala,Minor,Truck,Stormy,National Highway,2,4,Dusk,71
ACC2646,Nov-19,21:54,Agartala Tripura,Minor,Bus,Stormy,State Highway,0,1,Dark,92
ACC2647,Dec-20,03:43,Thiruvananthapuram Kerala,Minor,Bus,Clear,Urban Road,1,2,Dusk,97
ACC2648,Jul-19,22:25,Shimla Himachal Pradesh,Serious,Pedestrian,Foggy,Urban Road,2,5,Dusk,48
ACC2649,Oct-19,00:47,Chandigarh Chandigarh,Fatal,Auto-Rickshaw,Stormy,State Highway,5,2,Dark,112
ACC2650,Jul-23,13:26,Amritsar Punjab,Fatal,Truck,Clear,National Highway,10,0,Dusk,34
ACC2651,May-22,23:01,Bokaro Jharkhand,Fatal,Two-Wheeler,Hazy,National Highway,5,0,Dark,90
ACC2652,May-18,19:02,Puducherry Puducherry,Fatal,Car,Clear,National Highway,8,3,Dusk,115
ACC2653,Mar-23,16:38,Karimnagar Telangana,Fatal,Bus,Stormy,National Highway,5,4,Dusk,101
ACC2654,May-18,10:14,Thoubal Manipur,Serious,Truck,Foggy,State Highway,2,2,Daylight,85
ACC2655,Sep-19,19:35,Lunglei Mizoram,Fatal,Pedestrian,Foggy,Urban Road,8,2,Dusk,49
ACC2656,Sep-19,06:20,Lunglei Mizoram,Fatal,Two-Wheeler,Rainy,Urban Road,3,3,Dawn,94
ACC2657,Sep-19,05:24,Haridwar Uttarakhand,Minor,Pedestrian,Clear,Village Road,7,3,Dawn,48
ACC2658,May-20,18:02,Tirupati Andhra Pradesh,Serious,Truck,Hazy,Urban Road,7,1,Dark,111
ACC2659,Oct-23,07:31,Lucknow Uttar Pradesh,Fatal,Pedestrian,Clear,Village Road,10,4,Dusk,113
ACC2660,Jul-18,02:51,Chandigarh Chandigarh,Fatal,Auto-Rickshaw,Foggy,Urban Road,5,4,Daylight,93
ACC2661,Aug-19,18:24,Anantnag Jammu and Kashmir,Fatal,Two-Wheeler,Stormy,Village Road,6,5,Dawn,78
ACC2662,Feb-18,10:59,Vadodara Gujarat,Serious,Two-Wheeler,Clear,State Highway,5,1,Daylight,87
